Question,Answer
මං ගිනිතිබ්බා ඔයා දැක්කද?,ඔව් මන් දැක්කා
කව්ද එතන හිටියේ?,කවුරුත් හිටියේ නැ
ඇයි ඔයාට අපිට ඒ ගැන කියන්න බැරි?,කියන්නම් මන්
ඔයාගෙ වත්කම හෙලි කරන්නෙ නැද්ද?,හෙලිකරන්නම් අනිවාර්යයෙන් 
ඇයි මේ ගෑස් මෙච්චර මිල?,මිල අදිකයි
මුලාදෑනියා කියන්නේ කාටද?,ඉහල නිලදාරියෙක්ට
ඔයාට මකනයක් තියෙනවද?,ඔව් තියනවා 
ඔයාට සීතල බීම ඇලජික් නේද?,ඔව් පොඩ්ඩක් 
ඔයා සිංහයාට බයද?,ඔව් මන් බයයි 
ඔයාට පීනනන පුළුවන්ද?,බැ මට බැ
ඔයා ඇදුම් මහනවද?,ඔව් මන් මහනවා
මේ කේක් එක මටද?,ඔව් ඔයාට
ඔයාගෙ කොලර් සයිස් කීයද?,15 තමයි 
මේ නිය ආලේපනය කොහෙන්ද?,පිටරටින් ලැබුනේ
ඔයාගෙ කොන්ඩේ තාම සීතලද?,ඔව් ටිකක් 
ඔයාට රිදුනද?,ඔව් ටිකක් 
ඔයා දන්නවද?,නැ මන් දන් නැ
මාලුව රොස් උනාද දන්නැ?,නැ වෙන්න ඇති
කේක් හදන්නෙ කොහොමද?,මන් දන්නේ නැ
මේක එයාට දෙන්න පුලුවන්ද?,හරි පුළුවන් 
අපි හෙට ගමුද මේක?,හා ගමූ
ඔයා මෙතනින් යනවද?,ඔව් මන් ය්න්නම්
ඔයා මොනාටද ලොකු මිනිස්සුන්ගෙ කතා වලට මැද්දට පනින්නේ?,මන් ඇත්ත කිව්වේ
ඔයාට කොහෙන්ද ඔය සල්ලි?,තාත්තා දුන්නේ
මොනවා හරි වැරදි දෙයක් කරලද සල්ලි හමබ්කලේ?,නැ තාත්තා දුන්නා
ඔයා කීවෙනි ගානද හදන්නේ?,දෙවෙනි ගාන හදන්නේ
කව්ද මේ ගෑනුකෙනා?,යාලුවෙක් ගේ අම්මා කෙනෙක් 
මම මේ දෙය බලලා කියන්නද?,හරි බලලා කියන්න
මොකද්දමේකට හේතුව?,මන් දන්නේ නැ
ගුටි කන්නද ඕනේ?,නැ එහෙම නෙවෙයි 
මේ සිතුවම හරිම අලංකාරයි නේද?,ඔව් ගොඩක් 
මොනවා හරි කියන්නකෝ?,හරි කියන්නම්
අන්තිමට මොකද උනේ?,අවසානේ දුක්බරයි
කවද්ද ඒක ඉවර උනේ?,ගිය සතියේ 
ඔයාගෙ ඇතුලත් වීමෙ අංකය කීයද?,මගේ 551
ඒ ගායිකාව අදුරනවද?,ඔව් මන් දන්නවා 
කොපි කරන්න බැරිද?,පුළුවන් වෙයි
මේක කොහෙන්ද?,කඩෙන් ගෙනාවේ
මේක තේරෙන්නැද්ද ඔයාට?,තේරෙන් නැ
හැමතැනම ප්‍රශන නේද?,ඔව් ඒක ඇත්ත 
ඔයා මාව තනි කරලා යනවද?,කවදාවත් නැ
ඔයාට මතක් වෙනවද?,ඔව් ගොඩක් 
ඔයා ඒ ඇප්ලිකෙසන් එක ඩව්න්ලෝඩ් කලාද?,තවම නැ
මේ බලන්නකො මේ පැත්ත.,හරි ඉන්න
මේක හරියන්නෑ නේද?,ඔව් හරියන් නැ
එසයිමන්ට් එක සබ්මිට් කලාද?,ඔව් මන් කලා
මිස්ගෙ නම්බර් එක තියෙනවද?,ඔව් තියනවා 
ඇයි ඔයාට මෙච්චර තොරතුරු?,පරීක්ෂණයට 
ඔයා ඇයි මෙ ඉගන ගන්න අකමැති.?,මට කම්මැලී 
ඔයා උසස්පෙල කරන්නේ කොයි අවෘද්දෙද?.,ලබන අවුරුද්දේ
ඇයි අපිව මතක් උනේ?,ගොඩක් කාලෙකින් නිසා
ඔයා ඒ සමූහයේ ඉන්නවද?,ඔව් ඉන්නවා 
ඔයා සිංහල පාඨමාලාවක් කරනවද?,ඔව් කරනවා 
සෑම ලමයෙක්ම ලියාපදිංචිය අනිවාර්ය වේද?,ඔව් අනිවාර්යයි
ඔයා දන්නවද කළමනාකරණය කියන්නෙ මොකද්ද?,මන් දන්නේ නැ
කහ පාට මල් පැල වලට ආසද?,ඔව් ආසයි 
හෙට උදේ ආයෙම අවස්තාවක් දෙනවද?,ඔව් දෙනවා
කවද්ද ආයෙ කැම්පස් යන්නේ?,දිනයක් නැ තවම 
ඔයාගේ අධ්‍යාපන සුදුසු කම් මොනවාද?,වුර්තීය සුදුසුකම් දක්වා
ඔයා මේ දේට අවග කියනවද?,ඔව් මන් වගකියනවා
ඔයා හදාරන පාඨමාලාව කුමක්ද?,පරිඝණක පාඨමාලාවක් 
ඔයා ශ්‍රී ලංකා වරලත් ගණකාධිකරණය ආයතනයේ පාඨමාලවන් කරනවද?,ඔව් කරනවා 
ඔයාලා ඔයාගෙ පැත්තෙන් කරන්න ඕනි දේවල් කරනවා නේද?,ඔව් මන් කරනවා 
ඔයා වත්තේ වැඩ කරනවද?,ඔව් කරනවා 
ඇයි මේ ඔයාට මෙහෙම කරන්නේ?,දන්නෙ නැ
ඔයාට පුලුවන්ද මං එනකන් එයාව බලා ගන්න.?,හරි මට පුළුවන් 
ඇයි එයාට බය ඔයා?,මන් බයයි 
ඔයාට මාව ඕනි තනිකමටද?,නැ එහෙම නෙවෙයි 
ඔයා මොනවද මට නොකලේ?,මන් එහෙම කලේ නැ
ඔයා හැමදාම මාව රිදීඋවා නේද?,නැ එහෙම කලේ නැ
කවදාවත් ඔයාට මං ගැන අනුකම්පාවක් නැද්ද?,තියනවා මට
මෙච්චර දවසක් මං ඔයාට කරදරයක් උනා නේද?,නැ එහෙම නැ
ඇයි මෙ වගෙ දේවල් කරන්නේ මට?,මන් මොකුත් කලේ නැ
මොනවද ඔයා මට මෙහෙම කරලා බලාපොරොත්තු වෙන්නේ?,මොකුත් නැ
ඔයා මගෙ කව්ද?,මන් ඔයාගේ කවුරුත් නෙවෙයි
මං ඔයාගෙ කව්ද?, කවුරුත් නෙවෙයි
ඔයාට මට රිප්ලයි කරන්න බැරිද?,වෙලාවක් නැ
මං ඔයා ගැන හොයන එක කරදරයක් නේද?,නැ එහෙම නැ
මං ඔයා වෙනුවෙන් බලන් හිටියා ඔයා ඒක දන්නවද?,ඔව් මන් දන්නවා 
ඔයාගෙ ඔලුව මං කලබල කරනවා නේද?,ඔව් කරනවා 
අන්තිමට මට මාවත් නැති උනා නේද?,ඔව් එහෙම උනා
පරිස්සමට ගිහින් ආවා නේද?,ඔව් මන් ආවා
මට ඕනි වෙලාවට ලග ඉන්න බැරිද?,ඉන්නම් මන්
එයා ඔයාට ආදරෙයි කිව්වද?,ඔව් කිව්වා
ඔය දුරකතනය මට අරන් දෙනවද?,හරි අරන් දෙන්නම්
ඔයාට දත් කැක්කුමද?,ඔව් ටිකක් 
මාර ප්‍රශ්නයක් නේදමේක?,ඒක තමයි 
එයා ලෙඩ වෙලාද හිටියෙ?,ඔව් ටිකක් 
රෑ වෙලා බස් තියෙනවද?,ඔව් තියනවා 
යන්න මාර්ගයක් තියෙනවද?,ඔව් තියනවා 
අපට හැම විශයකම නෝට් දෙනවද?,ඔව් දෙනවා
ඔයාට මේක එපාවෙලාද ඉන්නෙ ?,නැ එහෙම නැ
දැන් හරිනි කරන්ට් එක ගියාද?,ඔව් ගියා 
තාත්තා කොහෙද ගියේ?,වැඩට ගියා 
ඔයා පාඩම් කරන්නෙ නැද්ද?,කරන්න ඕනී
ඔයාලා දෙන්නා උදේට කෑවද?,ඔව් කෑවා
කව්ද දැන් කෝල් කලේ?,අම්මා කෝල් කරේ
ඔයා කළුවරට බයද?,ඔව් ගොඩක් 
ආයෙ කීයටද කරන්ට් එක එන්නේ?,දන්නෙ නැ
ඔයා මට මේ කෑම එක දෙනවද?,හා දෙන්නම්
දැන් ඉටිපන්දම් හොයන්නෙ කොහොමද?,කොහොමහරී හොයාගමු
දැන්ද මේ යන්නේ?,ඔව් දැන් යන්නේ
පරිඝනකය වේගවත් නේද?,ඔව් වේගවත් 
අම්මා කොහෙද ඉන්නේ?,අම්මා කුස්සියේ 
ඇයි ඔයාගෙ අත සීතල ,සීතලේ හිටියේ
මටත් වතුර ටිකක් දෙනවද?,හා දෙන්නම්
එයා එහෙම කිව්වද?.,ඔව් කිව්වා
ඔයාගෙ කන ඇහෙනවද?,ඔව් ඇහෙනවා
