0,1
ලිනක්ස් ඉගෙන ගන්න මම මොකක්ද කරන්න ඕන ,ලිනක්ස් ඉගෙන ගන්න ඔයාට යූටියුබ් පාවිච්චි කරන්න පුළුවන්
හොයලා දෙනවද?,හොයලා දෙන්නම්.
ඔයාට හැමදෙයක්ම මතක නැද්ද?,මට සමහර දෙවල් මතකයි.
මට එය ප්‍රවාහ කළ හැකිද?,ඔයාට බෑ
මොනවද ඔයා දන්නෙ?,මුකුත් නෑ
වීඩියෝ කර ගනිමුද?,වීඩියෝ කරලා බලමු.
තාත්තා කෝ?,කුඹුරෙ ගියා
ඔයා ගාව කඩදාසි තියෙනවද?,ඔව් තියනවා 
අපි චිත්‍රපටයක් බලන්න යන්ද?,හරි යමූ
ලා පාටට ඔයා කැමතිද?,නෑ
මෙහෙ අන්නාසි තියෙනවද?,ඔව් තියනවා 
ඔබ අදින්න ආසම ඇඳුම කුමක්ද?,මම බටහිර ඇදුම් ඇදීමට කැමතියි
එයා ඔයාට ගොඩක් ආදරෙයි නේද?,"ඔව්
"
මහා මංගල සූත්‍රයේ කරුණු කීයද?,38යි
එයා ගොඩක් සුදුයිද,නැහැ
මේ ඇඳුම මට ගැලපෙනවද? ,ගැළපෙනවා
ඇයි ඔබ කතා කළෙ?,මටකතා කළ නිසා
මහ රෝහල් වලින් රෝගීන් ගොඩකට සේවා සපයනවා නේද?,ඔව් 
අම්මා දැනගන්න ඕන නේද?,දැනගන්න ඕන නෑ.
ප්‍රවාහන වියදම් ගැන මොකද හිතෙන්නේ?, දැන්නම් විශාල වියදමක් ඒක
උදේ හවස බෙහෙත් ටික වෙලාවට බදින්නඕනෙ හොදද?,හොදයි
ඒ සත්තුන්ට බොන්න වතුරටිකක්වත් නෑ නේද?,ඔව්
හඳට මුලින්ම ගියෙ මිනිසෙක්ද? ,නැ ලයික බැල්ලි
ඇයි එයා මෙතනින් එහාට මෙහාට ගියෙ,මං ඒක නම් දන්නැ
බලපෑමක් ඇති කරයි කියලා හිතුවේ නැද්ද?,කොහෙත්ම නෑ.
ඇයි එහෙම අහන්නේ??,නිකන් ඉතින්
කාලද ආවේ?,නෑ දැන් කන්න ඕනේ
මෙයා මම ගැන දන්නවද,මම විස්තර කියල තියෙන්නේ
ඇය ඊයේ කොහෙද ගියේ? ,කොලබ
 කැෆේ එක කොහෙද? ,පාර අයිනෙ
ඔයා තොරතුරු එකතු කරනවද?,ඔව්
ඔයා දැන් කොහෙද ඉන්නෙ,මේ මග එනගමන්
සිරිමල් අර ගහ මොකක්ද? ,සල් ගසක්
අපි මේක කරමුද,කරමු
ඔයාට අදාළ නැති වැඩ ටිකක්ද,ඔව් මගේ වැඩක් නෙවෙයි
වෙන මොනවද ඕනේ?,පෑනක් ඕනේ.
කොට්ට ගෙනාවද?,ගෙනාවා.
එදා බස් එකෙ පෙරලෙන්න ගියා නේද?,ඔව් නේ
ඔයා බොරු කියනවා ,මම බොරු කියා කියන්නෙ නෑ
කෑම ටිකක් කන්න මළගෙවල් ගානෙ යන්න ඕනෙද ?,ඒකනෙ
ඇයි ඔබේ බඩු මෙහේ ගෙනාවෙ?,මට ඔනි නිසා
කෝල් එකක්ද?,යලුවෙක්ගෙන කොල්
නංගි ඔයා පාසල් යනවද?,යනවා.ඇයි මොකෝ
වෛරයක් තියනවද?,ඔව් 
තැඹිලි තියනවද?,තියනවා
ඔයාට සුරතලෙක් ඉන්නවද?,ඔව් මට සුරතල් පූසෙක් ඉන්නවා.
ඔයා නුවර ගියාද,නෑ
හෙමීට යමුකෝ,"බෑ, පරක්කු වෙනවා"
ඔබ පිවිතුරු ගැහැණීයක්ද?,මා පිවිතුරුයි
ඔබ දැන් රැකියාවක් කරනවද?,නෑ 
මං ඒ කෙනාව දැකලා නෑ ඔයා දැකලා තියනවද?,නැහැ 
 ඔයාට සිංහල පංති කීයටද?,3ට
කොතනද අපිට වැරදුනේ?,දන් නෑ
මේ කෑම කවුද හැදුවෙ?,අම්මා
කව්ද එහෙම කිව්වේ,දන්නැ
අද තරගය දිණුවද?,ඔව්
අපි හොද රටක් හදමු?,මමත් කැමති
මට යන්න අවසරද,ඔබට අවසර නැහැ
ඔයා ඩෝනට්වලට කැමතිද?,ඔව් මම ගොඩක් කැමතියි.
මාව ඇහෙනවාද ඔයාලට ,ඇහෙනව කියන්න
පෝය දවසට හද ලස්සනයි නේද? ,ඔව් 
සාමාජිකයන් කී දෙනෙක් ඉන්නවද?,50ක් විතර
ඔයා කෙට්ටු වෙන්න ආසද?,මම හරි ආසයි
කෑම එක රසයිද,ඔව් ගොඩක් රසයි
හද අල්ලන්න පුළුවන්ද?,බැහැ 
ඔබ පළමු බැල්මෙන්ම ඇතිවෙන ආදරය විශ්වාස කරනවාද?, ඔව් බොහෝ දුරට ඒ අවංකයි
මල්ලි ඇයි කෑ ගහන්නේ?,දන් නෑ
ෆේස් බුක් ගිණුමට අලුතින් මුරපදයක් දාන්නේ කොහොමද? -,ඒකනම් හරියටම කියන්න බැහැ.
උදේ කෑම එකත් මෙච්චර ගනණ් ද?,ඔව් උදේ 170යි
කුඹුරට යමු ද,ඔයා යන්න මට බෑ
කළු ලෑල්ල කළු කලාද?,ඔව් කලා
මුහුද දැකලා තියෙනවද?,ඔව් දැකලා තියෙනවා 
තව  football වලට ප්‍රසිද්ධ රටක් කියන්න පුළුවන්ද,බ්‍රසීලය football වලට ගොඩක් ප්‍රසිද්ධයි එයාලා පස් පාරක් කප් එක දිනුව 
ඒක අත්භූතයිද?,ඔව්
කොච්ච්‍ යෙ යමුද ?,යමු .
අපි වැවට නාන්න යමුද ?,යමු
ඔයා එයාව දැකලා තියද?,නෑ මම දැකලා නෑ
පොඩි නන්ගි මොකද කරන්නෙ,එයා 9 වසරේ
ඇයි ඔබට එන්න බැරි?,මට සල්ලි නැහැ
දැං වෙලාව කීයද?,රාත්‍රී 10 යි 
ඇයි විරුද්ධ? ,විරුද්ධ නෑ
එයාලා තවම පොඩිද?,පොඩියි.
මුහුද පතුලේ ගිළුන නැව් තියෙනවාද? ,ඔව්. 
කරුනාකර මට වෙලාව කියනවද?,වෙලාව හයට ආසන්නයි.
රෝහල් වල බෙහෙත් නැද්ද?,තියෙනවා
ආයෙ ඇතුලට එන්න දෙන්නෙ නැද්ද?,නැ දෙන් නැ
කල් තියනවා නෙහ්?,ඔව්
සිංදුව කිවුවද ?,කිවුවා 
නෙළුම් මල් තියෙනවද?,ඔව් තියනවා
ඇයි ඔයාගෙ අම්මා ඔයාට බැන්නේ?,පාඩම් වැඩ කරේ නැති නිසා
දෙවියන් විශ්වාස කරනවද?,විශ්වාසයක් නෑ
මොකක් හරි උවමනාවක් උනොත් කෝල් කරන්නෙ. තේරුනා නේද?,හා.තේරුනා
ඔබ දෙමාපියන්ට සලකනවාද?,ඔව් මම දෙමාපියන්ට සලකමි
ගිලන්රථය ආවද?,ආවා
ඕකේ මිල කීයද?,200යි
අලියා ඇයි වගාව විනාශ කරන්නේ?,විනාශ කරන් නෑ එයා ඒ කැම කන්නේ
චෝදනාව මොකද්ද?,වැරදි ලෙස හැසිරීම.
පංසල් ගියාද ඔයා?,නෑ හවසට යමු.
ඔයා ජනාධිපති වෙන්න කැමතිද? ,ඔව් කැමති
මේක ගොඩක් උස ඇති නෙද?,ඔව් උසයි.
ඔබ කැමති මොනවටද?,මම කැමති කේක්  වලට
රට යමුද?,හා යමු
අර ඇයගෙ ළමයද?,දන්නෙ නෑ
ඔයා ක්‍රිඩාවලට යනවද?,මට බෑ
හවසට අහස ලස්සනයි නේද?,ඔව් ලස්සනයි.
ඇණ ගහනවද?,ගහනවා.
කොහේ යන්නද?,කොහෙවත් යන් නෑ.
ඇයි සල්ලි කාරයෙක් කියන්නෙ?,නිකං
විදවනවද? ,ඔව්
මොනවද කෑවේ,බත් 
ඔයා කීය වසරෙද?,මං 12 වසරේ.
ඔබ ලග මලලසේකර ඩික්ශනරියක් තියෙනවද? ,ඔව් 
ඔබ ඔබේ රැකියාවට ආදරය කරනවාද?,ඔව්
ඕනි තරම් ප්‍රශ්න ගූගල් වල තියෙනව නේද?,ඔව්
අනතුරක්ද?,ඔව්
ජලය ලෝකෙට වැදගත් නැතිද?,ජලයත් ලෝකෙට ගොඩක් වැදගත්
ගෙදර එන්නෙ කවද්ද?,ළගදිම එනවා
